p_noshow,p_denial,appointment_value,noshow_loss,denial_loss,total_expected_loss,risk_score,risk_tier
0.4719,0.277,2223.58,1049.4,325.28,1374.68,61.8,MODERATE
0.4872,0.277,2223.58,1083.22,315.91,1399.13,62.9,MODERATE
0.3218,0.277,2223.58,715.44,417.79,1133.23,51.0,LOW
0.5202,0.277,2223.58,1156.61,295.58,1452.19,65.3,HIGH
0.5007,0.277,2223.58,1113.32,307.57,1420.89,63.9,MODERATE
0.4817,0.277,2223.58,1071.09,319.27,1390.36,62.5,MODERATE
0.4071,0.277,2223.58,905.23,365.22,1270.44,57.1,MODERATE
0.6534,0.277,2223.58,1452.83,213.52,1666.35,74.9,CRITICAL
0.6046,0.277,2223.58,1344.32,243.58,1587.9,71.4,HIGH
0.5383,0.277,2223.58,1197.01,284.38,1481.4,66.6,HIGH
0.4701,0.277,2223.58,1045.3,326.41,1371.71,61.7,MODERATE
0.4236,0.277,2223.58,941.91,355.05,1296.97,58.3,MODERATE
0.4531,0.277,2223.58,1007.49,336.89,1344.38,60.5,MODERATE
0.6653,0.277,2223.58,1479.42,206.15,1685.57,75.8,CRITICAL
0.4657,0.277,2223.58,1035.57,329.11,1364.68,61.4,MODERATE
0.6239,0.277,2223.58,1387.29,231.67,1618.96,72.8,CRITICAL
0.4776,0.277,2223.58,1061.99,321.79,1383.78,62.2,MODERATE
0.3203,0.277,2223.58,712.15,418.7,1130.85,50.9,LOW
0.5516,0.277,2223.58,1226.47,276.22,1502.69,67.6,HIGH
0.4719,0.277,2223.58,1049.38,325.28,1374.66,61.8,MODERATE
0.2899,0.277,2223.58,644.65,437.4,1082.05,48.7,LOW
0.4596,0.277,2223.58,1022.03,332.86,1354.89,60.9,MODERATE
0.4885,0.277,2223.58,1086.18,315.09,1401.27,63.0,MODERATE
0.6115,0.277,2223.58,1359.81,239.29,1599.09,71.9,HIGH
0.3918,0.277,2223.58,871.28,374.62,1245.9,56.0,MODERATE
0.5116,0.277,2223.58,1137.56,300.85,1438.41,64.7,MODERATE
0.509,0.277,2223.58,1131.84,302.44,1434.28,64.5,MODERATE
0.5393,0.277,2223.58,1199.17,283.79,1482.96,66.7,HIGH
0.3838,0.277,2223.58,853.31,379.6,1232.91,55.4,MODERATE
0.6257,0.277,2223.58,1391.36,230.55,1621.91,72.9,CRITICAL
0.4957,0.277,2223.58,1102.15,310.66,1412.81,63.5,MODERATE
0.5588,0.277,2223.58,1242.46,271.79,1514.26,68.1,HIGH
0.4242,0.277,2223.58,943.27,354.68,1297.95,58.4,MODERATE
0.5921,0.277,2223.58,1316.58,251.26,1567.84,70.5,HIGH
0.5725,0.277,2223.58,1272.96,263.34,1536.31,69.1,HIGH
0.41,0.277,2223.58,911.56,363.46,1275.02,57.3,MODERATE
0.3857,0.277,2223.58,857.7,378.38,1236.08,55.6,MODERATE
0.5243,0.277,2223.58,1165.9,293.0,1458.91,65.6,HIGH
0.5524,0.277,2223.58,1228.34,275.71,1504.05,67.6,HIGH
0.5891,0.277,2223.58,1309.85,253.13,1562.98,70.3,HIGH
0.4838,0.277,2223.58,1075.81,317.96,1393.77,62.7,MODERATE
0.5764,0.277,2223.58,1281.66,260.93,1542.6,69.4,HIGH
0.3568,0.277,2223.58,793.38,396.2,1189.58,53.5,LOW
0.6133,0.277,2223.58,1363.64,238.22,1601.87,72.0,CRITICAL
0.1995,0.277,2223.58,443.54,493.12,936.65,42.1,LOW
0.4827,0.277,2223.58,1073.34,318.65,1391.98,62.6,MODERATE
0.4411,0.277,2223.58,980.74,344.3,1325.03,59.6,MODERATE
0.5649,0.277,2223.58,1256.05,268.03,1524.08,68.5,HIGH
0.5091,0.277,2223.58,1131.99,302.4,1434.39,64.5,MODERATE
0.3847,0.277,2223.58,855.5,378.99,1234.49,55.5,MODERATE
0.5864,0.277,2223.58,1304.02,254.74,1558.76,70.1,HIGH
0.4389,0.277,2223.58,976.0,345.61,1321.61,59.4,MODERATE
0.3766,0.277,2223.58,837.35,384.02,1221.37,54.9,LOW
0.224,0.277,2223.58,498.02,478.02,976.04,43.9,LOW
0.4253,0.277,2223.58,945.7,354.0,1299.71,58.5,MODERATE
0.4728,0.277,2223.58,1051.27,324.76,1376.03,61.9,MODERATE
0.7795,0.277,2223.58,1733.17,135.86,1869.03,84.1,CRITICAL
0.4187,0.277,2223.58,930.99,358.08,1289.07,58.0,MODERATE
0.2947,0.277,2223.58,655.28,434.46,1089.74,49.0,LOW
0.548,0.277,2223.58,1218.52,278.43,1496.95,67.3,HIGH
0.6131,0.277,2223.58,1363.33,238.31,1601.64,72.0,CRITICAL
0.5959,0.277,2223.58,1325.06,248.91,1573.97,70.8,HIGH
0.598,0.277,2223.58,1329.72,247.62,1577.34,70.9,HIGH
0.4883,0.277,2223.58,1085.76,315.2,1400.96,63.0,MODERATE
0.4448,0.277,2223.58,989.02,342.0,1331.02,59.9,MODERATE
0.4664,0.277,2223.58,1037.17,328.66,1365.84,61.4,MODERATE
0.4189,0.277,2223.58,931.45,357.95,1289.4,58.0,MODERATE
0.6533,0.277,2223.58,1452.58,213.59,1666.17,74.9,CRITICAL
0.3829,0.277,2223.58,851.41,380.12,1231.54,55.4,MODERATE
0.3955,0.277,2223.58,879.51,372.34,1251.85,56.3,MODERATE
0.5647,0.277,2223.58,1255.63,268.14,1523.78,68.5,HIGH
0.3068,0.277,2223.58,682.15,427.01,1109.16,49.9,LOW
0.5158,0.277,2223.58,1146.83,298.29,1445.11,65.0,MODERATE
0.5307,0.277,2223.58,1180.07,289.08,1469.15,66.1,HIGH
0.6558,0.277,2223.58,1458.15,212.04,1670.19,75.1,CRITICAL
0.4987,0.277,2223.58,1108.98,308.77,1417.75,63.8,MODERATE
0.4239,0.277,2223.58,942.47,354.9,1297.37,58.3,MODERATE
0.4006,0.277,2223.58,890.84,369.2,1260.04,56.7,MODERATE
0.5217,0.277,2223.58,1160.11,294.61,1454.71,65.4,HIGH
0.5891,0.277,2223.58,1309.97,253.09,1563.06,70.3,HIGH
0.4585,0.277,2223.58,1019.52,333.55,1353.08,60.9,MODERATE
0.3844,0.277,2223.58,854.65,379.23,1233.88,55.5,MODERATE
0.4485,0.277,2223.58,997.25,339.72,1336.98,60.1,MODERATE
0.2926,0.277,2223.58,650.65,435.74,1086.39,48.9,LOW
0.4867,0.277,2223.58,1082.12,316.21,1398.33,62.9,MODERATE
0.3606,0.277,2223.58,801.89,393.84,1195.74,53.8,LOW
0.4084,0.277,2223.58,908.18,364.4,1272.58,57.2,MODERATE
0.4277,0.277,2223.58,950.94,352.55,1303.5,58.6,MODERATE
0.4902,0.277,2223.58,1089.95,314.04,1403.99,63.1,MODERATE
0.7092,0.277,2223.58,1576.86,179.16,1756.02,79.0,CRITICAL
0.5839,0.277,2223.58,1298.24,256.34,1554.58,69.9,HIGH
0.4691,0.277,2223.58,1043.14,327.01,1370.15,61.6,MODERATE
0.3565,0.277,2223.58,792.8,396.36,1189.16,53.5,LOW
0.3945,0.277,2223.58,877.22,372.97,1250.2,56.2,MODERATE
0.5445,0.277,2223.58,1210.82,280.56,1491.38,67.1,HIGH
0.4928,0.277,2223.58,1095.82,312.42,1408.24,63.3,MODERATE
0.3225,0.277,2223.58,717.09,417.34,1134.42,51.0,LOW
0.4653,0.277,2223.58,1034.55,329.39,1363.94,61.3,MODERATE
0.5308,0.277,2223.58,1180.29,289.02,1469.31,66.1,HIGH
0.4788,0.277,2223.58,1064.68,321.04,1385.72,62.3,MODERATE
0.6227,0.277,2223.58,1384.53,232.44,1616.97,72.7,CRITICAL
0.5357,0.277,2223.58,1191.14,286.01,1477.15,66.4,HIGH
0.6664,0.277,2223.58,1481.76,205.5,1687.26,75.9,CRITICAL
0.5208,0.277,2223.58,1158.01,295.19,1453.2,65.4,HIGH
0.4074,0.277,2223.58,905.78,365.06,1270.84,57.2,MODERATE
0.5554,0.277,2223.58,1234.98,273.87,1508.85,67.9,HIGH
0.4854,0.277,2223.58,1079.43,316.96,1396.39,62.8,MODERATE
0.4421,0.277,2223.58,982.94,343.69,1326.63,59.7,MODERATE
0.4936,0.277,2223.58,1097.51,311.95,1409.46,63.4,MODERATE
0.4659,0.277,2223.58,1035.88,329.02,1364.9,61.4,MODERATE
0.5293,0.277,2223.58,1176.96,289.94,1466.9,66.0,HIGH
0.3677,0.277,2223.58,817.62,389.49,1207.1,54.3,LOW
0.5167,0.277,2223.58,1148.95,297.7,1446.65,65.1,HIGH
0.7099,0.277,2223.58,1578.63,178.67,1757.3,79.0,CRITICAL
0.4238,0.277,2223.58,942.26,354.96,1297.22,58.3,MODERATE
0.3966,0.277,2223.58,881.92,371.67,1253.6,56.4,MODERATE
0.5613,0.277,2223.58,1248.06,270.24,1518.3,68.3,HIGH
0.3906,0.277,2223.58,868.46,375.4,1243.86,55.9,MODERATE
0.4365,0.277,2223.58,970.51,347.13,1317.64,59.3,MODERATE
0.4665,0.277,2223.58,1037.19,328.66,1365.85,61.4,MODERATE
0.6466,0.277,2223.58,1437.79,217.68,1655.47,74.5,CRITICAL
0.4779,0.277,2223.58,1062.58,321.63,1384.2,62.3,MODERATE
0.3809,0.277,2223.58,846.96,381.36,1228.32,55.2,MODERATE
0.6058,0.277,2223.58,1346.97,242.84,1589.81,71.5,HIGH
0.445,0.277,2223.58,989.44,341.89,1331.33,59.9,MODERATE
0.6018,0.277,2223.58,1338.19,245.27,1583.47,71.2,HIGH
0.5506,0.277,2223.58,1224.4,276.8,1501.19,67.5,HIGH
0.6454,0.277,2223.58,1435.05,218.44,1653.49,74.4,CRITICAL
0.5566,0.277,2223.58,1237.62,273.14,1510.75,67.9,HIGH
0.6601,0.277,2223.58,1467.74,209.39,1677.13,75.4,CRITICAL
0.4062,0.277,2223.58,903.26,365.76,1269.02,57.1,MODERATE
0.4493,0.277,2223.58,999.13,339.2,1338.33,60.2,MODERATE
0.4894,0.277,2223.58,1088.27,314.51,1402.78,63.1,MODERATE
0.4408,0.277,2223.58,980.21,344.44,1324.65,59.6,MODERATE
0.4307,0.277,2223.58,957.63,350.7,1308.33,58.8,MODERATE
0.3802,0.277,2223.58,845.33,381.81,1227.14,55.2,MODERATE
0.5255,0.277,2223.58,1168.5,292.28,1460.78,65.7,HIGH
0.5134,0.277,2223.58,1141.55,299.75,1441.3,64.8,MODERATE
0.6169,0.277,2223.58,1371.79,235.97,1607.76,72.3,CRITICAL
0.3155,0.277,2223.58,701.59,421.63,1123.22,50.5,LOW
0.5177,0.277,2223.58,1151.18,297.08,1448.26,65.1,HIGH
0.5174,0.277,2223.58,1150.51,297.27,1447.78,65.1,HIGH
0.4141,0.277,2223.58,920.79,360.91,1281.69,57.6,MODERATE
0.4148,0.277,2223.58,922.36,360.47,1282.83,57.7,MODERATE
0.5201,0.277,2223.58,1156.43,295.63,1452.06,65.3,HIGH
0.4156,0.277,2223.58,924.13,359.98,1284.11,57.7,MODERATE
0.4658,0.277,2223.58,1035.85,329.03,1364.88,61.4,MODERATE
0.5083,0.277,2223.58,1130.23,302.89,1433.11,64.5,MODERATE
0.5569,0.277,2223.58,1238.23,272.97,1511.19,68.0,HIGH
0.394,0.277,2223.58,876.11,373.28,1249.39,56.2,MODERATE
0.5682,0.277,2223.58,1263.4,265.99,1529.39,68.8,HIGH
0.4033,0.277,2223.58,896.72,367.57,1264.29,56.9,MODERATE
0.5611,0.277,2223.58,1247.71,270.34,1518.05,68.3,HIGH
0.6021,0.277,2223.58,1338.91,245.08,1583.99,71.2,HIGH
0.3157,0.277,2223.58,702.04,421.5,1123.54,50.5,LOW
0.5069,0.277,2223.58,1127.24,303.71,1430.96,64.4,MODERATE
0.378,0.277,2223.58,840.48,383.15,1223.63,55.0,MODERATE
0.5064,0.277,2223.58,1125.96,304.07,1430.03,64.3,MODERATE
0.2349,0.277,2223.58,522.31,471.29,993.6,44.7,LOW
0.5657,0.277,2223.58,1257.94,267.51,1525.44,68.6,HIGH
0.5266,0.277,2223.58,1170.86,291.63,1462.49,65.8,HIGH
0.4564,0.277,2223.58,1014.85,334.85,1349.7,60.7,MODERATE
0.5084,0.277,2223.58,1130.38,302.84,1433.22,64.5,MODERATE
0.4116,0.277,2223.58,915.16,362.46,1277.63,57.5,MODERATE
0.5594,0.277,2223.58,1243.78,271.43,1515.21,68.1,HIGH
0.6136,0.277,2223.58,1364.4,238.01,1602.41,72.1,CRITICAL
0.5728,0.277,2223.58,1273.75,263.13,1536.88,69.1,HIGH
0.4608,0.277,2223.58,1024.69,332.12,1356.81,61.0,MODERATE
0.7085,0.277,2223.58,1575.38,179.57,1754.95,78.9,CRITICAL
0.531,0.277,2223.58,1180.61,288.93,1469.54,66.1,HIGH
0.6239,0.277,2223.58,1387.23,231.69,1618.92,72.8,CRITICAL
0.4469,0.277,2223.58,993.8,340.68,1334.48,60.0,MODERATE
0.6781,0.277,2223.58,1507.76,198.3,1706.06,76.7,CRITICAL
0.2947,0.277,2223.58,655.24,434.47,1089.71,49.0,LOW
0.6291,0.277,2223.58,1398.85,228.47,1627.32,73.2,CRITICAL
0.5553,0.277,2223.58,1234.85,273.9,1508.75,67.9,HIGH
0.5698,0.277,2223.58,1266.89,265.03,1531.92,68.9,HIGH
0.6698,0.277,2223.58,1489.42,203.38,1692.8,76.1,CRITICAL
0.561,0.277,2223.58,1247.53,270.39,1517.92,68.3,HIGH
0.577,0.277,2223.58,1283.05,260.55,1543.6,69.4,HIGH
0.5275,0.277,2223.58,1172.88,291.07,1463.95,65.8,HIGH
0.6631,0.277,2223.58,1474.45,207.53,1681.98,75.6,CRITICAL
0.5272,0.277,2223.58,1172.3,291.23,1463.53,65.8,HIGH
0.3773,0.277,2223.58,838.98,383.57,1222.55,55.0,LOW
0.3489,0.277,2223.58,775.76,401.08,1176.84,52.9,LOW
0.5206,0.277,2223.58,1157.58,295.31,1452.89,65.3,HIGH
0.5386,0.277,2223.58,1197.55,284.24,1481.79,66.6,HIGH
0.5042,0.277,2223.58,1121.09,305.42,1426.51,64.2,MODERATE
0.578,0.277,2223.58,1285.31,259.92,1545.24,69.5,HIGH
0.4964,0.277,2223.58,1103.82,310.2,1414.02,63.6,MODERATE
0.4757,0.277,2223.58,1057.78,322.96,1380.73,62.1,MODERATE
0.4264,0.277,2223.58,948.19,353.31,1301.51,58.5,MODERATE
0.5572,0.277,2223.58,1239.0,272.75,1511.75,68.0,HIGH
0.551,0.277,2223.58,1225.11,276.6,1501.71,67.5,HIGH
0.4525,0.277,2223.58,1006.1,337.27,1343.37,60.4,MODERATE
0.4325,0.277,2223.58,961.7,349.57,1311.27,59.0,MODERATE
0.5567,0.277,2223.58,1237.84,273.07,1510.91,67.9,HIGH
0.4794,0.277,2223.58,1065.92,320.7,1386.62,62.4,MODERATE
0.5674,0.277,2223.58,1261.6,266.49,1528.09,68.7,HIGH
0.4598,0.277,2223.58,1022.5,332.73,1355.23,60.9,MODERATE
0.6373,0.277,2223.58,1417.19,223.39,1640.58,73.8,CRITICAL
0.4339,0.277,2223.58,964.89,348.69,1313.57,59.1,MODERATE
0.4468,0.277,2223.58,993.43,340.78,1334.21,60.0,MODERATE
0.5161,0.277,2223.58,1147.67,298.05,1445.72,65.0,HIGH
0.4788,0.277,2223.58,1064.67,321.05,1385.72,62.3,MODERATE
0.4447,0.277,2223.58,988.78,342.07,1330.85,59.9,MODERATE
0.6159,0.277,2223.58,1369.52,236.6,1606.12,72.2,CRITICAL
0.2911,0.277,2223.58,647.22,436.69,1083.91,48.7,LOW
0.4575,0.277,2223.58,1017.31,334.17,1351.47,60.8,MODERATE
0.5352,0.277,2223.58,1190.06,286.31,1476.37,66.4,HIGH
0.5968,0.277,2223.58,1327.0,248.37,1575.37,70.8,HIGH
0.4638,0.277,2223.58,1031.36,330.27,1361.63,61.2,MODERATE
0.2293,0.277,2223.58,509.77,474.77,984.54,44.3,LOW
0.314,0.277,2223.58,698.18,422.57,1120.75,50.4,LOW
0.6405,0.277,2223.58,1424.2,221.45,1645.65,74.0,CRITICAL
0.4153,0.277,2223.58,923.43,360.17,1283.61,57.7,MODERATE
0.4358,0.277,2223.58,969.14,347.51,1316.65,59.2,MODERATE
0.4698,0.277,2223.58,1044.53,326.63,1371.16,61.7,MODERATE
0.6257,0.277,2223.58,1391.34,230.55,1621.89,72.9,CRITICAL
0.4376,0.277,2223.58,973.13,346.41,1319.53,59.3,MODERATE
0.5949,0.277,2223.58,1322.85,249.53,1572.37,70.7,HIGH
0.6809,0.277,2223.58,1514.13,196.53,1710.67,76.9,CRITICAL
0.4707,0.277,2223.58,1046.6,326.05,1372.65,61.7,MODERATE
0.5027,0.277,2223.58,1117.86,306.31,1424.17,64.0,MODERATE
0.7055,0.277,2223.58,1568.75,181.4,1750.16,78.7,CRITICAL
0.4568,0.277,2223.58,1015.69,334.62,1350.3,60.7,MODERATE
0.3998,0.277,2223.58,889.04,369.7,1258.74,56.6,MODERATE
0.4408,0.277,2223.58,980.07,344.48,1324.55,59.6,MODERATE
0.4228,0.277,2223.58,940.05,355.57,1295.62,58.3,MODERATE
0.4207,0.277,2223.58,935.52,356.82,1292.35,58.1,MODERATE
0.454,0.277,2223.58,1009.61,336.3,1345.91,60.5,MODERATE
0.407,0.277,2223.58,904.93,365.3,1270.23,57.1,MODERATE
0.3739,0.277,2223.58,831.4,385.67,1217.07,54.7,LOW
0.5256,0.277,2223.58,1168.79,292.2,1461.0,65.7,HIGH
0.2544,0.277,2223.58,565.66,459.28,1024.95,46.1,LOW
0.5269,0.277,2223.58,1171.51,291.45,1462.96,65.8,HIGH
0.5725,0.277,2223.58,1273.02,263.33,1536.35,69.1,HIGH
0.5567,0.277,2223.58,1237.93,273.05,1510.98,68.0,HIGH
0.5504,0.277,2223.58,1223.9,276.94,1500.83,67.5,HIGH
0.4821,0.277,2223.58,1071.92,319.04,1390.96,62.6,MODERATE
0.563,0.277,2223.58,1251.88,269.18,1521.07,68.4,HIGH
0.3968,0.277,2223.58,882.38,371.55,1253.92,56.4,MODERATE
0.4359,0.277,2223.58,969.21,347.49,1316.7,59.2,MODERATE
0.4852,0.277,2223.58,1078.96,317.09,1396.05,62.8,MODERATE
0.4957,0.277,2223.58,1102.26,310.63,1412.9,63.5,MODERATE
0.3781,0.277,2223.58,840.71,383.09,1223.8,55.0,MODERATE
0.4279,0.277,2223.58,951.47,352.4,1303.88,58.6,MODERATE
0.5181,0.277,2223.58,1151.93,296.87,1448.8,65.2,HIGH
0.5874,0.277,2223.58,1306.22,254.13,1560.35,70.2,HIGH
0.6371,0.277,2223.58,1416.69,223.53,1640.22,73.8,CRITICAL
0.492,0.277,2223.58,1094.04,312.91,1406.95,63.3,MODERATE
0.4019,0.277,2223.58,893.76,368.39,1262.15,56.8,MODERATE
0.5235,0.277,2223.58,1163.94,293.55,1457.49,65.5,HIGH
0.5175,0.277,2223.58,1150.65,297.23,1447.88,65.1,HIGH
0.4653,0.277,2223.58,1034.7,329.35,1364.05,61.3,MODERATE
0.4616,0.277,2223.58,1026.32,331.67,1357.99,61.1,MODERATE
0.7202,0.277,2223.58,1601.45,172.35,1773.8,79.8,CRITICAL
0.5667,0.277,2223.58,1260.19,266.88,1527.07,68.7,HIGH
0.5103,0.277,2223.58,1134.74,301.64,1436.37,64.6,MODERATE
0.5614,0.277,2223.58,1248.29,270.18,1518.47,68.3,HIGH
0.6493,0.277,2223.58,1443.67,216.05,1659.72,74.6,CRITICAL
0.3959,0.277,2223.58,880.38,372.1,1252.48,56.3,MODERATE
0.5656,0.277,2223.58,1257.63,267.59,1525.23,68.6,HIGH
0.4817,0.277,2223.58,1071.15,319.25,1390.4,62.5,MODERATE
0.3235,0.277,2223.58,719.41,416.69,1136.1,51.1,LOW
0.4973,0.277,2223.58,1105.81,309.65,1415.46,63.7,MODERATE
0.3687,0.277,2223.58,819.78,388.89,1208.67,54.4,LOW
0.4875,0.277,2223.58,1084.0,315.69,1399.69,62.9,MODERATE
0.422,0.277,2223.58,938.38,356.03,1294.41,58.2,MODERATE
0.5949,0.277,2223.58,1322.73,249.56,1572.29,70.7,HIGH
0.5708,0.277,2223.58,1269.2,264.39,1533.59,69.0,HIGH
0.4501,0.277,2223.58,1000.85,338.73,1339.58,60.2,MODERATE
0.3393,0.277,2223.58,754.43,406.99,1161.42,52.2,LOW
0.587,0.277,2223.58,1305.22,254.41,1559.63,70.1,HIGH
0.2357,0.277,2223.58,524.09,470.8,994.89,44.7,LOW
0.4683,0.277,2223.58,1041.33,327.51,1368.84,61.6,MODERATE
0.5257,0.277,2223.58,1168.95,292.16,1461.11,65.7,HIGH
0.3152,0.277,2223.58,700.98,421.8,1122.78,50.5,LOW
0.6799,0.277,2223.58,1511.89,197.16,1709.04,76.9,CRITICAL
0.4059,0.277,2223.58,902.47,365.98,1268.45,57.0,MODERATE
0.6103,0.277,2223.58,1357.04,240.05,1597.09,71.8,HIGH
0.6544,0.277,2223.58,1455.08,212.89,1667.98,75.0,CRITICAL
0.4374,0.277,2223.58,972.54,346.57,1319.11,59.3,MODERATE
0.4269,0.277,2223.58,949.14,353.05,1302.19,58.6,MODERATE
0.5957,0.277,2223.58,1324.53,249.06,1573.59,70.8,HIGH
0.318,0.277,2223.58,707.04,420.12,1127.16,50.7,LOW
0.3924,0.277,2223.58,872.46,374.29,1246.75,56.1,MODERATE
0.3172,0.277,2223.58,705.29,420.6,1125.9,50.6,LOW
0.3097,0.277,2223.58,688.61,425.23,1113.83,50.1,LOW
0.5005,0.277,2223.58,1112.87,307.7,1420.56,63.9,MODERATE
0.4701,0.277,2223.58,1045.32,326.41,1371.72,61.7,MODERATE
0.588,0.277,2223.58,1307.49,253.78,1561.27,70.2,HIGH
0.4597,0.277,2223.58,1022.18,332.82,1355.0,60.9,MODERATE
0.4806,0.277,2223.58,1068.71,319.93,1388.64,62.5,MODERATE
0.3855,0.277,2223.58,857.26,378.5,1235.76,55.6,MODERATE
0.3909,0.277,2223.58,869.13,375.22,1244.34,56.0,MODERATE
0.2922,0.277,2223.58,649.83,435.97,1085.8,48.8,LOW
0.5746,0.277,2223.58,1277.76,262.02,1539.77,69.2,HIGH
0.5214,0.277,2223.58,1159.35,294.82,1454.17,65.4,HIGH
0.3829,0.277,2223.58,851.32,380.15,1231.47,55.4,MODERATE
0.6747,0.277,2223.58,1500.14,200.41,1700.55,76.5,CRITICAL
0.4363,0.277,2223.58,970.12,347.24,1317.36,59.2,MODERATE
0.4167,0.277,2223.58,926.46,359.33,1285.79,57.8,MODERATE
0.6001,0.277,2223.58,1334.28,246.36,1580.64,71.1,HIGH
0.531,0.277,2223.58,1180.74,288.89,1469.63,66.1,HIGH
0.5976,0.277,2223.58,1328.82,247.87,1576.69,70.9,HIGH
0.4364,0.277,2223.58,970.28,347.2,1317.47,59.3,MODERATE
0.4921,0.277,2223.58,1094.3,312.84,1407.14,63.3,MODERATE
0.2726,0.277,2223.58,606.07,448.09,1054.16,47.4,LOW
0.3597,0.277,2223.58,799.82,394.42,1194.24,53.7,LOW
0.4885,0.277,2223.58,1086.29,315.06,1401.35,63.0,MODERATE
0.6155,0.277,2223.58,1368.66,236.83,1605.49,72.2,CRITICAL
0.4496,0.277,2223.58,999.65,339.06,1338.71,60.2,MODERATE
0.5439,0.277,2223.58,1209.48,280.93,1490.41,67.0,HIGH
0.4341,0.277,2223.58,965.28,348.58,1313.86,59.1,MODERATE
0.541,0.277,2223.58,1203.06,282.71,1485.77,66.8,HIGH
0.3329,0.277,2223.58,740.24,410.92,1151.16,51.8,LOW
0.5954,0.277,2223.58,1324.01,249.2,1573.21,70.8,HIGH
0.4846,0.277,2223.58,1077.6,317.46,1395.07,62.7,MODERATE
0.5104,0.277,2223.58,1134.95,301.58,1436.53,64.6,MODERATE
0.5174,0.277,2223.58,1150.55,297.26,1447.8,65.1,HIGH
0.5355,0.277,2223.58,1190.67,286.14,1476.81,66.4,HIGH
0.5468,0.277,2223.58,1215.95,279.14,1495.09,67.2,HIGH
0.4398,0.277,2223.58,977.83,345.1,1322.93,59.5,MODERATE
0.4051,0.277,2223.58,900.81,366.44,1267.25,57.0,MODERATE
0.5969,0.277,2223.58,1327.36,248.28,1575.63,70.9,HIGH
0.4223,0.277,2223.58,939.06,355.84,1294.91,58.2,MODERATE
0.4173,0.277,2223.58,927.79,358.96,1286.76,57.9,MODERATE
0.5987,0.277,2223.58,1331.16,247.22,1578.38,71.0,HIGH
0.4837,0.277,2223.58,1075.55,318.03,1393.58,62.7,MODERATE
0.5732,0.277,2223.58,1274.65,262.88,1537.52,69.1,HIGH
0.5955,0.277,2223.58,1324.12,249.17,1573.29,70.8,HIGH
0.5708,0.277,2223.58,1269.23,264.38,1533.61,69.0,HIGH
0.7316,0.277,2223.58,1626.88,165.3,1792.18,80.6,CRITICAL
0.5151,0.277,2223.58,1145.44,298.67,1444.11,64.9,MODERATE
0.4384,0.277,2223.58,974.84,345.93,1320.77,59.4,MODERATE
0.439,0.277,2223.58,976.22,345.55,1321.77,59.4,MODERATE
0.4094,0.277,2223.58,910.3,363.81,1274.11,57.3,MODERATE
0.5891,0.277,2223.58,1309.97,253.09,1563.06,70.3,HIGH
0.3937,0.277,2223.58,875.45,373.47,1248.92,56.2,MODERATE
0.5225,0.277,2223.58,1161.72,294.16,1455.88,65.5,HIGH
0.2459,0.277,2223.58,546.7,464.54,1011.24,45.5,LOW
0.6011,0.277,2223.58,1336.66,245.7,1582.36,71.2,HIGH
0.3955,0.277,2223.58,879.43,372.36,1251.79,56.3,MODERATE
0.7041,0.277,2223.58,1565.57,182.28,1747.86,78.6,CRITICAL
0.6009,0.277,2223.58,1336.05,245.87,1581.92,71.1,HIGH
0.5373,0.277,2223.58,1194.64,285.04,1479.68,66.5,HIGH
0.556,0.277,2223.58,1236.42,273.47,1509.89,67.9,HIGH
0.4445,0.277,2223.58,988.38,342.18,1330.56,59.8,MODERATE
0.5701,0.277,2223.58,1267.62,264.83,1532.44,68.9,HIGH
0.3546,0.277,2223.58,788.4,397.58,1185.98,53.3,LOW
0.5127,0.277,2223.58,1140.05,300.17,1440.21,64.8,MODERATE
0.3976,0.277,2223.58,884.16,371.05,1255.21,56.5,MODERATE
0.5327,0.277,2223.58,1184.53,287.84,1472.37,66.2,HIGH
0.5481,0.277,2223.58,1218.64,278.39,1497.03,67.3,HIGH
0.4845,0.277,2223.58,1077.23,317.57,1394.8,62.7,MODERATE
0.4149,0.277,2223.58,922.58,360.41,1282.99,57.7,MODERATE
0.5645,0.277,2223.58,1255.3,268.24,1523.54,68.5,HIGH
0.5931,0.277,2223.58,1318.8,250.65,1569.45,70.6,HIGH
0.5414,0.277,2223.58,1203.84,282.49,1486.33,66.8,HIGH
0.255,0.277,2223.58,567.01,458.91,1025.92,46.1,LOW
0.4905,0.277,2223.58,1090.67,313.84,1404.52,63.2,MODERATE
0.3971,0.277,2223.58,883.01,371.37,1254.38,56.4,MODERATE
0.4176,0.277,2223.58,928.65,358.73,1287.38,57.9,MODERATE
0.4789,0.277,2223.58,1064.79,321.01,1385.81,62.3,MODERATE
0.6312,0.277,2223.58,1403.6,227.15,1630.76,73.3,CRITICAL
0.5934,0.277,2223.58,1319.42,250.47,1569.89,70.6,HIGH
0.4406,0.277,2223.58,979.82,344.55,1324.37,59.6,MODERATE
0.6079,0.277,2223.58,1351.63,241.55,1593.18,71.6,HIGH
0.3605,0.277,2223.58,801.7,393.9,1195.6,53.8,LOW
0.3771,0.277,2223.58,838.54,383.69,1222.23,55.0,LOW
0.6171,0.277,2223.58,1372.16,235.86,1608.03,72.3,CRITICAL
0.4825,0.277,2223.58,1072.93,318.76,1391.69,62.6,MODERATE
0.6201,0.277,2223.58,1378.86,234.01,1612.87,72.5,CRITICAL
0.2676,0.277,2223.58,594.99,451.16,1046.15,47.0,LOW
